name,battery,camera,display,processor,memory,warranty,reviews,price,price_range,rating,rating_category
"Samsung Galaxy A30 (White, 64 GB)",4000 mAh Lithium-ion Battery,16MP + 5MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 7904 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,1422,18000,Low Mid Range,4.4,High Rating
"Nokia 6.1 Plus (Blue, 64 GB)",3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octacore Processor,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,26274,9499,Low Range,4.3,High Rating
"Asus Zenfone Max Pro M1 (Blue, 64 GB)",5000 mAh Battery,16MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octa Core Processor,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,26353,11999,Low Mid Range,4.3,High Rating
"Nokia 6.1 Plus (Blue, 64 GB)",3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octacore Processor,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,185,11990,Low Mid Range,4.1,High Rating
"Samsung Galaxy On8 (Blue, 64 GB)",3500 mAh Lithium-ion Battery,16MP + 5MP | 16MP Front Camera,15.24 cm (6 inch) HD+ Display,Qualcomm Snapdragon 450 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8026,19990,Low Mid Range,4.4,High Rating
"Realme 3 Pro (Nitro Blue, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,14473,15999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Carbon Grey, 128 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,14473,16999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Nitro Blue, 128 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,14473,16999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Lightning Purple, 128 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,VooC Flash Charge 3.0,14473,16999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Lightning Purple, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,VooC Flash Charge 3.0,14473,15999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Nitro Blue, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,40406,13999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Carbon Grey, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,14473,15999,Low Mid Range,4.5,High Rating
"Realme 3 Pro (Lightning Purple, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,VooC Flash Charge 3.0,40406,13999,Low Mid Range,4.5,High Rating
"Alcatel 3V (Spectrum Gold, 32 GB)",3000 mAh Battery,16MP + 5MP | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,MT8735A A53 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,357,5999,Low Range,3.6,High Rating
"Vivo Y19 (Magnetic Black, 128 GB)",5000 mAh Li-ion Battery,16MP + 8MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Helio P65 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,398,14990,Low Mid Range,4.4,High Rating
"Vivo Y19 (Spring White, 128 GB)",5000 mAh Li-ion Battery,16MP + 8MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,Helio P65 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,398,14990,Low Mid Range,4.4,High Rating
"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)",4000 mAh Battery,16MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,4 GB RAM | 128 GB ROM,"Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and 3 Months on Accessories (Data Cable)",90,16899,Low Mid Range,4.3,High Rating
"Vivo S1 (Skyline Blue, 128 GB)",4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Helio P65 (MT6768) Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,176,19990,Low Mid Range,4.4,High Rating
"Vivo S1 (Diamond Black, 128 GB)",4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Helio P65 (MT6768) Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,732,16990,Low Mid Range,4.5,High Rating
"Vivo S1 (Diamond Black, 128 GB)",4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Helio P65 (MT6768) Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,176,19990,Low Mid Range,4.4,High Rating
"Vivo S1 (Skyline Blue, 64 GB)",4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Helio P65 (MT6768) Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,176,18990,Low Mid Range,4.4,High Rating
"Vivo S1 (Skyline Blue, 128 GB)",4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Helio P65 (MT6768) Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,732,18990,Low Mid Range,4.5,High Rating
"Nokia 6.1 (Iron, White, 32 GB)",3000 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Full HD Display,Qualcomm Snapdragon 630 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile,3457,8999,Low Range,4.2,High Rating
"Nokia 6.1 (Gold, Blue, 32 GB)",3000 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Full HD Display,Qualcomm Snapdragon 630 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile,3457,8999,Low Range,4.2,High Rating
"Infinix Note 5 Stylus (Bordeaux Red, 64 GB)",4000 mAh Li-ion Polymer Battery,16MP Rear Camera | 16MP Front Camera,15.06 cm (5.93 inch) Full HD+ Display,Mediatek Helio P23 Octa-core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,306,10999,Low Mid Range,3.9,High Rating
"Vivo V7+ (Matte Black, 64 GB)",3225 mAh Li-ion Battery,16MP Rear Camera | 24MP Front Camera,15.21 cm (5.99 inch) HD Display,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2706,13990,Low Mid Range,4.4,High Rating
"Vivo V7+ (Gold, 64 GB)",3225 mAh Li-ion Battery,16MP Rear Camera | 24MP Front Camera,15.21 cm (5.99 inch) HD Display,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2706,22221,Low Mid Range,4.4,High Rating
"OPPO F7 (Black, 128 GB)",3400 mAh Battery,16MP Rear Camera | 25MP Front Camera,15.82 cm (6.23 inch) Full HD+ Display,MTK P60 Octa Core 2.0 GHz Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,380,14990,Low Mid Range,4.5,High Rating
"OPPO F7 (Red, 128 GB)",3400 mAh Battery,16MP Rear Camera | 25MP Front Camera,15.82 cm (6.23 inch) Full HD+ Display,MTK P60 Octa Core 2.0 GHz Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,380,19990,Low Mid Range,4.5,High Rating
"Celkon Cliq 2 (Black&Grey, 32 GB)",3000 mAh Battery,16MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Display,CORTEX A53 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Warranty,3,6789,Low Range,3.2,Mid Rating
"Moto M (Silver, 64 GB)",3050 mAh Li-Polymer Battery,16MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,MediaTek Helio P15 64-bit Octa Core 2.2GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,13343,9999,Low Range,3.9,High Rating
"Mi A2 (Red, 128 GB)",3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 660 AIE Processor,6 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,250,13999,Low Mid Range,4.1,High Rating
"Mi A2 (Lake Blue, 128 GB)",3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 660 AIE Processor,6 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,250,16899,Low Mid Range,4.1,High Rating
"Mi A2 (Gold, 64 GB)",3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 660 AIE Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,2835,10599,Low Mid Range,4.2,High Rating
"Mi A2 (Gold, 128 GB)",3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 660 AIE Processor,6 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,250,16899,Low Mid Range,4.1,High Rating
"Mi A2 (Rose Gold, 64 GB)",3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 660 AIE Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,2835,9188,Low Range,4.2,High Rating
"Honor 8X (Blue, 64 GB)",3750 mAh Battery,20MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Kirin 710 Processor,4 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,734,11599,Low Mid Range,4.4,High Rating
"Honor 8x (Black, 64 GB)",3750 mAh Battery,20MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Kirin 710 Processor,4 GB RAM | 64 GB ROM,1 year manufactuer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,734,11599,Low Mid Range,4.4,High Rating
"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 660 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,70,36000,High Mid Range,4.4,High Rating
"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 660 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,68,39000,High Mid Range,4.4,High Rating
"Samsung Galaxy A9 (Bubblegum Pink, 128 GB)",3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 660 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,70,36000,High Mid Range,4.4,High Rating
"Samsung Galaxy A7 (Black, 128 GB)",3300 mAh Lithium-ion Battery,24MP + 5MP + 8MP | 24MP Front Camera,15.24 cm (6 inch) Full HD+ Display,Samsung Exynos Octa Core Processor (2.2 GHz) Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,283,24600,Low Mid Range,4.4,High Rating
"Huawei P30 Lite (Peacock Blue, 128 GB)",3340 mAh Yes Battery,24MP + 8MP + 2MP | 32MP Front Camera,15.62 cm (6.15 inch) Full HD+ Display,Kirin 710 Processor,6 GB RAM | 128 GB ROM,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,0,19999,Low Mid Range,4,High Rating
"Samsung Galaxy A30s (Prism Crush Black, 128 GB)",4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Exynos 7904 Processor,4 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,298,19900,Low Mid Range,4.3,High Rating
"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Exynos 7904 Processor,4 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,298,19900,Low Mid Range,4.3,High Rating
"Samsung Galaxy A30s (Prism Crush White, 64 GB)",4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Exynos 7904 Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,298,18900,Low Mid Range,4.3,High Rating
"Samsung Galaxy A30s (Prism Crush Black, 64 GB)",4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Exynos 7904 Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,298,18900,Low Mid Range,4.3,High Rating
"Samsung Galaxy A30s (Prism Crush Violet, 64 GB)",4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Exynos 7904 Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,298,18900,Low Mid Range,4.3,High Rating
"Samsung Galaxy A50 (Blue, 64 GB)",4000 mAh Lithium-ion Battery,25MP + 5MP + 8MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9610 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,5976,15499,Low Mid Range,4.3,High Rating
"Samsung Galaxy A50 (Black, 64 GB)",4000 mAh Lithium-ion Battery,25MP + 5MP + 8MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9610 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,5976,15499,Low Mid Range,4.3,High Rating
"Samsung Galaxy A50 (White, 64 GB)",4000 mAh Lithium-ion Battery,25MP + 5MP + 8MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9610 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,960,18999,Low Mid Range,4.4,High Rating
"Samsung Galaxy A50 (Blue, 64 GB)",4000 mAh Lithium-ion Battery,25MP + 5MP + 8MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9610 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,960,18999,Low Mid Range,4.4,High Rating
"Karbonn A52 plus (White and Silver, 4 GB)",1300 mAh Li-Ion Battery,2MP Rear Camera,8.89 cm (3.5 inch) HVGA Display,MTK Processor,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,1 Year for Mobile & 6 Months for Accessories,555,2741,Low Range,3.6,High Rating
"Karbonn A52 plus (Black and Gold, 4 GB)",1300 mAh Li-Ion Battery,2MP Rear Camera,8.89 cm (3.5 inch) HVGA Display,MTK Processor,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,1 Year for Mobile & 6 Months for Accessories,555,3290,Low Range,3.6,High Rating
"Itel A23 (Gradation Ice Blue, 8 GB)",2050 mAh Battery,2MP Rear Camera | 0.3MP Front Camera,12.7 cm (5 inch) FWVGA Display,Cortex A53 architecture (Quad core) Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories.,8,4990,Low Range,4.1,High Rating
"Itel A23 (Gradation Phantom Black, 8 GB)",2050 mAh Battery,2MP Rear Camera | 0.3MP Front Camera,12.7 cm (5 inch) FWVGA Display,Cortex A53 architecture (Quad core) Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories.,8,4999,Low Range,4.1,High Rating
"Karbonn A40 Indian (Black, 8 GB)",1400 mAh Battery,2MP Rear Camera | 0.3MP Front Camera,10.16 cm (4 inch) Display,Mediatek Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,1 YearManufacturer Warranty,183,2499,Low Range,3.6,High Rating
"Lava Iris Atom X (White, 512 MB)",1400 mAh Li-Ion Battery,2MP Rear Camera | 0.3MP Front Camera,10.16 cm (4 inch) WVGA Display,Spreadtrum SPR7715 Processor,256 MB RAM | 512 MB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,252,1999,Low Range,3.2,Mid Rating
"Lava Iris Atom X (Black, 512 MB)",1400 mAh Li-Ion Battery,2MP Rear Camera | 0.3MP Front Camera,10.16 cm (4 inch) WVGA Display,Spreadtrum SPR7715 Processor,256 MB RAM | 512 MB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,252,1999,Low Range,3.2,Mid Rating
"Vivo V15 Pro (Ruby Red, 128 GB)",3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,In-display Fingerprint Scanning,2800,21099,Low Mid Range,4.5,High Rating
"OnePlus 7T (Frosted Silver, 128 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 128 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,721,34834,High Mid Range,4.6,High Rating
"OnePlus 7T (Frosted Silver, 256 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 256 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,721,37100,High Mid Range,4.6,High Rating
"OnePlus 7T (Glacier Blue, 256 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 256 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,721,38899,High Mid Range,4.6,High Rating
"OnePlus 7T (Glacier Blue, 128 GB)",3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,Qualcomm® Snapdragon™ 855 Plus Processor,8 GB RAM | 128 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,721,36599,High Mid Range,4.6,High Rating
"Infinix Hot 9 Pro (Violet, 64 GB)",5000 mAh Li-ion Polymer Battery,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,MediaTek Helio P22 (64 bit) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",1760,10499,Low Mid Range,4.5,High Rating
"Infinix Hot 9 Pro (Ocean Wave, 64 GB)",5000 mAh Li-ion Polymer Battery,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,MediaTek Helio P22 (64 bit) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",1760,10499,Low Mid Range,4.5,High Rating
"Black Shark 2 (Shadow Black, 128 GB)",4000 mAh Battery,48MP + 12MP | 20MP Front Camera,16.23 cm (6.39 inch) Display,SM855 (Qualcomm Snapdragon Premium Tier) Processor,6 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile,386,31999,High Mid Range,4.4,High Rating
"Samsung Galaxy S10 Lite (Prism Black, 128 GB)",4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm Snapdragon 855 (SM8150) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2616,42999,High Mid Range,4.5,High Rating
"Samsung Galaxy S10 Lite (Prism Blue, 128 GB)",4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm Snapdragon 855 (SM8150) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2616,42999,High Mid Range,4.5,High Rating
"Samsung Galaxy S10 Lite (Prism White, 128 GB)",4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm Snapdragon 855 (SM8150) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2616,42999,High Mid Range,4.5,High Rating
"Samsung Galaxy S10 Lite (Prism White, 512 GB)",4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm Snapdragon 855 (SM8150) Processor,8 GB RAM | 512 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2616,47999,High Mid Range,4.5,High Rating
"Samsung Galaxy S10 Lite (Prism Blue, 512 GB)",4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm Snapdragon 855 (SM8150) Processor,8 GB RAM | 512 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2616,47999,High Mid Range,4.5,High Rating
"Samsung Galaxy S10 Lite (Prism Black, 512 GB)",4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm Snapdragon 855 (SM8150) Processor,8 GB RAM | 512 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2616,47999,High Mid Range,4.5,High Rating
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9611 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,565,23999,Low Mid Range,4.4,High Rating
"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)",4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9611 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,565,23999,Low Mid Range,4.4,High Rating
"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)",4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9611 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,44,25999,High Mid Range,4.4,High Rating
